                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 0.4855,                0.37714,                0.86816,                0.84465,                0.81587,                0.87107,                0.80734,                 0.3955,                0.58271,                0.85282,               0.005446,               0.005446,               0.005446
                     48,                0.48247,                0.37476,                0.86762,                0.83884,                0.82049,                0.86667,                0.80302,                0.40302,                0.59714,                0.85613,               0.005347,               0.005347,               0.005347
                     49,                0.48069,                0.37293,                0.86672,                0.85281,                0.81721,                0.88581,                0.82203,                0.39795,                0.58009,                0.85497,               0.005248,               0.005248,               0.005248
                     50,                0.47997,                0.36821,                0.86785,                0.84878,                0.83072,                0.87433,                0.81195,                0.39254,                 0.5755,                0.85302,               0.005149,               0.005149,               0.005149
                     51,                0.48013,                 0.3676,                0.86763,                0.84874,                 0.8211,                0.87077,                0.80767,                0.39739,                0.58244,                 0.8531,                0.00505,                0.00505,                0.00505
                     52,                0.47495,                0.36264,                0.86564,                 0.8398,                0.82773,                0.86702,                0.80261,                0.39748,                0.58757,                0.85369,               0.004951,               0.004951,               0.004951
                     53,                0.47461,                0.36386,                0.86449,                0.84843,                 0.8218,                  0.869,                0.80597,                0.39343,                0.58246,                0.85537,               0.004852,               0.004852,               0.004852
                     54,                0.47279,                0.35903,                0.86287,                 0.8376,                0.82447,                0.86409,                0.80202,                0.39645,                0.60138,                0.85659,               0.004753,               0.004753,               0.004753
                     55,                0.47302,                0.35776,                0.86228,                0.83001,                0.83853,                0.86642,                0.80322,                 0.3969,                0.59339,                0.85453,               0.004654,               0.004654,               0.004654
                     56,                0.47128,                0.35234,                0.86379,                0.84456,                0.81447,                 0.8625,                0.79894,                0.39968,                0.60536,                0.85429,               0.004555,               0.004555,               0.004555
                     57,                0.46898,                0.35156,                0.86522,                0.84024,                0.82703,                0.86632,                0.80322,                0.39596,                0.59615,                0.85481,               0.004456,               0.004456,               0.004456
                     58,                0.46436,                0.34536,                0.86039,                0.83675,                0.82209,                0.86426,                0.80067,                0.39647,                 0.6095,                0.85558,               0.004357,               0.004357,               0.004357
                     59,                0.46533,                0.34606,                0.86225,                0.83577,                0.82852,                0.86004,                0.79627,                0.39715,                0.61157,                0.85535,               0.004258,               0.004258,               0.004258
                     60,                 0.4648,                0.34208,                0.86018,                0.84907,                0.81326,                   0.86,                0.79646,                0.39722,                0.61316,                0.85375,               0.004159,               0.004159,               0.004159
                     61,                0.46137,                0.33909,                0.85895,                0.83216,                0.83164,                0.86091,                0.79872,                 0.3978,                0.60941,                 0.8541,                0.00406,                0.00406,                0.00406
                     62,                0.46111,                0.33796,                0.85795,                0.84484,                0.82517,                0.85712,                0.79517,                 0.3984,                 0.6122,                0.85444,               0.003961,               0.003961,               0.003961
                     63,                0.45962,                0.33664,                0.85893,                0.83893,                0.82985,                0.86152,                0.79897,                0.39787,                0.60366,                0.85486,               0.003862,               0.003862,               0.003862
                     64,                0.45932,                 0.3368,                0.85833,                0.84794,                0.82173,                 0.8601,                0.79763,                0.39798,                0.59915,                0.85477,               0.003763,               0.003763,               0.003763
                     65,                0.45651,                0.32789,                0.85681,                0.84199,                0.82435,                0.85688,                0.79542,                0.39554,                0.60306,                0.85413,               0.003664,               0.003664,               0.003664
                     66,                0.45533,                0.32939,                0.85578,                0.83493,                0.83408,                0.85548,                0.79404,                0.39498,                0.60267,                0.85408,               0.003565,               0.003565,               0.003565
                     67,                0.45415,                0.32762,                0.85657,                0.85838,                0.81321,                 0.8589,                0.79766,                0.39483,                0.60249,                0.85362,               0.003466,               0.003466,               0.003466
                     68,                0.45224,                0.32443,                0.85444,                0.84696,                0.82492,                0.86067,                0.79859,                0.39337,                0.60236,                0.85135,               0.003367,               0.003367,               0.003367
                     69,                0.44985,                0.31918,                0.85419,                0.85129,                0.82508,                0.86137,                0.79832,                0.39303,                0.59528,                0.85094,               0.003268,               0.003268,               0.003268
                     70,                0.44616,                0.31598,                0.85229,                0.83861,                0.83302,                0.85946,                 0.7987,                0.39123,                0.59955,                0.84922,               0.003169,               0.003169,               0.003169
                     71,                0.44546,                0.31469,                0.85235,                0.83908,                0.82983,                0.85674,                0.79649,                 0.3925,                0.60773,                0.84932,                0.00307,                0.00307,                0.00307
                     72,                0.44581,                0.31484,                0.85316,                 0.8416,                  0.823,                0.85392,                0.79417,                0.39217,                0.61326,                0.85074,               0.002971,               0.002971,               0.002971
                     73,                0.44338,                0.31138,                0.85326,                0.84549,                0.81314,                0.85604,                0.79651,                0.39263,                0.61706,                0.85256,               0.002872,               0.002872,               0.002872
                     74,                0.44259,                0.31072,                0.85197,                 0.8386,                0.82259,                0.85586,                0.79531,                0.39255,                0.61649,                0.85182,               0.002773,               0.002773,               0.002773
                     75,                0.44024,                0.30682,                0.85165,                0.84885,                0.81216,                0.85435,                0.79338,                0.39288,                0.61738,                 0.8516,               0.002674,               0.002674,               0.002674
                     76,                0.44019,                0.30637,                0.85123,                0.84833,                0.81453,                0.85509,                0.79499,                0.39187,                0.61624,                0.85114,               0.002575,               0.002575,               0.002575
                     77,                0.43971,                0.30141,                0.84924,                0.85076,                0.81002,                0.85323,                0.79328,                0.39199,                 0.6194,                0.84931,               0.002476,               0.002476,               0.002476
                     78,                0.43527,                0.29892,                0.84829,                 0.8492,                0.81687,                0.85525,                0.79525,                0.39247,                0.61819,                0.84884,               0.002377,               0.002377,               0.002377
                     79,                0.43517,                 0.3005,                0.84916,                0.84579,                0.82148,                0.85355,                0.79343,                0.39226,                0.61633,                0.84798,               0.002278,               0.002278,               0.002278
                     80,                0.43088,                0.29493,                0.84729,                0.84222,                0.82648,                0.85272,                 0.7927,                0.39224,                 0.6148,                0.84839,               0.002179,               0.002179,               0.002179
                     81,                0.42945,                0.29295,                0.84748,                0.84484,                0.82199,                0.85476,                0.79432,                0.39096,                0.60932,                0.84799,                0.00208,                0.00208,                0.00208
                     82,                0.42784,                0.29071,                0.84618,                  0.847,                0.82162,                0.85391,                0.79361,                0.39176,                0.60834,                0.84889,               0.001981,               0.001981,               0.001981
                     83,                0.42604,                0.28542,                0.84529,                 0.8432,                0.82416,                0.85263,                 0.7924,                0.39186,                0.60905,                0.84987,               0.001882,               0.001882,               0.001882
                     84,                0.42479,                0.28655,                0.84532,                0.84771,                0.81861,                 0.8518,                0.79145,                0.39298,                0.61201,                0.85035,               0.001783,               0.001783,               0.001783
                     85,                0.42556,                0.28613,                0.84635,                0.85443,                0.81376,                0.85021,                0.79002,                0.39355,                0.61699,                0.85062,               0.001684,               0.001684,               0.001684
                     86,                0.42411,                0.28444,                0.84517,                0.85229,                0.81124,                0.84924,                0.78952,                0.39387,                0.61977,                0.85103,               0.001585,               0.001585,               0.001585
                     87,                0.42102,                0.28281,                0.84369,                  0.835,                0.82724,                0.84977,                0.79002,                0.39353,                0.61878,                0.85145,               0.001486,               0.001486,               0.001486
                     88,                0.41903,                 0.2796,                0.84469,                0.83593,                0.82748,                0.84779,                0.78778,                0.39406,                 0.6207,                0.85178,               0.001387,               0.001387,               0.001387
                     89,                0.41783,                 0.2769,                0.84254,                 0.8356,                0.82624,                0.84944,                0.78863,                0.39402,                 0.6217,                0.85178,               0.001288,               0.001288,               0.001288
                     90,                0.41846,                0.27551,                0.84226,                0.83833,                0.82406,                0.84816,                0.78773,                0.39385,                  0.622,                0.85156,               0.001189,               0.001189,               0.001189
                     91,                0.37809,                0.22042,                0.81454,                0.83782,                0.82324,                0.84667,                0.78617,                0.39447,                0.62364,                0.85204,                0.00109,                0.00109,                0.00109
                     92,                0.37012,                  0.211,                0.81371,                0.83929,                0.82229,                0.84553,                0.78546,                0.39445,                 0.6241,                0.85191,               0.000991,               0.000991,               0.000991
                     93,                  0.369,                0.20743,                0.81353,                0.83569,                0.82113,                0.84594,                0.78518,                0.39413,                0.62526,                0.85262,               0.000892,               0.000892,               0.000892
                     94,                0.36577,                0.20693,                0.81244,                0.85227,                0.80635,                 0.8464,                0.78652,                0.39411,                0.62596,                0.85324,               0.000793,               0.000793,               0.000793
                     95,                0.36183,                0.20078,                0.81078,                0.85493,                0.80671,                0.84624,                0.78624,                0.39427,                0.62723,                0.85352,               0.000694,               0.000694,               0.000694
                     96,                0.36195,                0.19984,                0.80876,                0.85481,                0.80652,                 0.8454,                0.78564,                0.39432,                0.62852,                0.85336,               0.000595,               0.000595,               0.000595
                     97,                0.35681,                0.19691,                0.80732,                0.85543,                0.80528,                 0.8441,                0.78374,                0.39427,                0.63057,                0.85319,               0.000496,               0.000496,               0.000496
                     98,                0.35676,                0.19542,                0.80981,                0.85671,                0.80241,                0.84399,                0.78474,                0.39397,                0.63148,                 0.8533,               0.000397,               0.000397,               0.000397
                     99,                0.35421,                0.19184,                0.80867,                0.85572,                0.80431,                0.84445,                0.78499,                0.39376,                0.63249,                0.85332,               0.000298,               0.000298,               0.000298
                    100,                0.35428,                0.19227,                0.80818,                0.85549,                0.80431,                0.84475,                  0.786,                0.39369,                0.63399,                0.85339,               0.000199,               0.000199,               0.000199
